age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
33,male,3,rent,little,84770.0,48,business,bad,202033.0,High School Diploma,Married,2,Average,Yes
32,male,2,own,little,33915.0,24,radio/TV,bad,198923.0,Bachelor's Degree,Married,2,High,Yes
57,male,3,free,little,250565.0,36,car,bad,198189.0,Master's Degree,Married,0,High,Yes
57,male,3,free,little,250565.0,36,car,bad,198189.0,Master's Degree,Married,0,High,Yes
32,female,2,own,little,44240.0,27,business,good,196289.0,High School Diploma,Married,2,High,No
27,male,2,own,little,18427.5,15,radio/TV,good,192612.0,High School Diploma,Single,1,Low,Yes
27,male,2,own,little,18427.5,15,radio/TV,good,192612.0,High School Diploma,Single,1,Low,Yes
28,male,3,own,quite rich,74357.5,30,car,bad,191448.0,High School Diploma,Single,0,Low,No
28,male,3,own,quite rich,74357.5,30,car,bad,191448.0,High School Diploma,Single,0,Low,No
30,male,3,own,quite rich,69282.5,36,furniture/equipment,good,189144.0,High School Diploma,Single,2,High,No
33,male,2,own,little,112052.5,24,radio/TV,good,188046.0,Associates's Degree,Married,0,High,Yes
68,male,3,own,little,260680.0,6,car,bad,187042.0,Associates's Degree,Married,0,High,Yes
41,male,2,own,little,47460.0,36,furniture/equipment,bad,186717.0,Master's Degree,Single,2,High,Yes
41,male,2,own,little,47460.0,36,furniture/equipment,bad,186717.0,Master's Degree,Single,2,High,Yes
41,male,2,own,moderate,47460.0,36,furniture/equipment,bad,186717.0,Master's Degree,Single,2,High,Yes
41,male,2,own,moderate,47460.0,36,furniture/equipment,bad,186717.0,Master's Degree,Single,2,High,Yes
41,male,2,own,little,47460.0,36,furniture/equipment,bad,186717.0,Master's Degree,Single,2,High,Yes
30,male,2,own,little,18480.0,18,car,bad,185373.0,Master's Degree,Single,0,Average,No
30,male,2,own,little,18480.0,18,car,bad,185373.0,Master's Degree,Single,0,Average,No
47,male,1,own,little,44415.0,24,car,bad,184364.0,Associates's Degree,Married,3,Average,No
28,male,2,own,moderate,18690.0,6,radio/TV,good,184009.0,Doctorate,Married,3,Low,No
28,male,2,own,little,18690.0,6,radio/TV,good,184009.0,Doctorate,Married,3,Low,No
28,male,2,own,little,18690.0,6,radio/TV,good,184009.0,Doctorate,Married,3,Low,No
28,male,2,own,little,18690.0,6,radio/TV,good,184009.0,Doctorate,Married,3,Low,No
23,male,0,own,moderate,254712.5,6,car,bad,183666.0,Master's Degree,Married,1,High,No
23,male,0,own,moderate,254712.5,6,car,bad,183666.0,Master's Degree,Married,1,High,No
31,male,2,own,rich,55090.0,24,radio/TV,good,176317.0,Master's Degree,Single,2,Low,Yes
51,male,2,own,little,58485.0,36,radio/TV,good,176136.0,Associates's Degree,Single,2,High,Yes
51,male,2,own,little,58485.0,36,radio/TV,good,176136.0,Associates's Degree,Single,2,High,Yes
51,male,2,own,little,58485.0,36,radio/TV,good,176136.0,Associates's Degree,Single,2,High,Yes
33,male,2,own,little,21787.5,18,radio/TV,bad,171476.0,High School Diploma,Married,2,Low,Yes
33,male,2,own,little,21787.5,18,radio/TV,bad,171476.0,High School Diploma,Married,2,Low,Yes
33,male,2,own,quite rich,21787.5,18,radio/TV,bad,171476.0,High School Diploma,Married,2,Low,Yes
55,female,3,free,little,45115.0,12,furniture/equipment,good,170814.0,Master's Degree,Married,3,Low,No
55,female,3,free,little,45115.0,12,furniture/equipment,good,170814.0,Master's Degree,Married,3,Low,No
55,male,2,own,little,24727.5,12,car,good,169515.0,Master's Degree,Single,2,Average,No
55,male,2,own,quite rich,24727.5,12,car,good,169515.0,Master's Degree,Single,2,Average,No
25,female,1,own,little,82880.0,24,furniture/equipment,bad,168286.0,Associates's Degree,Single,1,Low,No
25,female,1,own,little,82880.0,24,furniture/equipment,bad,168286.0,Associates's Degree,Single,1,Low,No
25,female,1,own,little,82880.0,24,furniture/equipment,bad,168286.0,Associates's Degree,Single,1,Low,No
26,male,2,own,little,59745.0,21,education,bad,165883.0,High School Diploma,Married,2,Low,Yes
22,female,2,own,little,31640.0,18,furniture/equipment,bad,164884.0,Bachelor's Degree,Single,0,Average,No
40,male,3,own,little,75197.5,18,furniture/equipment,bad,164579.0,Associates's Degree,Married,2,Low,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
36,male,2,own,little,40897.5,36,radio/TV,good,162500.0,Master's Degree,Married,0,High,No
29,female,2,own,moderate,37992.5,12,radio/TV,good,160000.0,Master's Degree,Married,0,High,Yes
42,male,3,own,moderate,40110.0,12,business,bad,157035.0,Master's Degree,Married,0,High,Yes
35,male,2,own,little,102235.0,36,car,good,156524.0,Master's Degree,Married,3,Average,No
33,female,3,own,moderate,25795.0,12,furniture/equipment,good,155000.0,Master's Degree,Married,0,High,Yes
33,female,3,own,little,25795.0,12,furniture/equipment,good,155000.0,Master's Degree,Married,0,High,Yes
27,male,0,own,little,12407.5,6,car,good,155000.0,Master's Degree,Married,0,High,Yes
27,male,0,own,little,12407.5,6,car,good,155000.0,Master's Degree,Married,0,High,Yes
29,female,3,own,little,46882.5,24,car,good,154425.0,High School Diploma,Married,3,Low,No
29,female,3,own,little,46882.5,24,car,good,154425.0,High School Diploma,Married,3,Low,No
29,female,3,own,little,46882.5,24,car,good,154425.0,High School Diploma,Married,3,Low,No
49,female,2,own,little,7490.0,6,furniture/equipment,good,153627.0,Doctorate,Married,3,Low,No
49,female,2,own,little,7490.0,6,furniture/equipment,good,153627.0,Doctorate,Married,3,Low,No
49,female,2,own,little,7490.0,6,furniture/equipment,good,153627.0,Doctorate,Married,3,Low,No
49,female,2,own,little,7490.0,6,furniture/equipment,good,153627.0,Doctorate,Married,3,Low,No
22,male,2,free,quite rich,69527.5,14,car,good,153353.0,Associates's Degree,Single,3,High,Yes
22,male,2,free,little,69527.5,14,car,good,153353.0,Associates's Degree,Single,3,High,Yes
22,male,2,free,little,69527.5,14,car,good,153353.0,Associates's Degree,Single,3,High,Yes
26,male,2,rent,little,42787.5,12,car,good,150000.0,Bachelor's Degree,Married,0,High,No
35,male,1,free,little,158462.5,36,education,good,150000.0,Master's Degree,Married,0,High,No
36,male,2,own,little,15907.5,36,car,good,147365.0,Master's Degree,Married,1,High,Yes
36,male,2,own,little,15907.5,36,car,good,147365.0,Master's Degree,Married,1,High,Yes
36,male,2,own,little,15907.5,36,car,good,147365.0,Master's Degree,Married,1,High,Yes
27,male,2,own,moderate,151340.0,24,business,bad,146951.0,Associates's Degree,Married,3,Low,Yes
27,male,2,own,little,151340.0,24,business,bad,146951.0,Associates's Degree,Married,3,Low,Yes
27,male,2,own,quite rich,151340.0,24,business,bad,146951.0,Associates's Degree,Married,3,Low,Yes
51,male,3,free,little,20370.0,8,vacation/others,good,145000.0,Bachelor's Degree,Married,0,High,No
51,male,3,free,little,20370.0,8,vacation/others,good,145000.0,Bachelor's Degree,Married,0,High,No
26,male,2,own,moderate,76475.0,42,radio/TV,bad,144995.0,Doctorate,Married,3,Low,Yes
26,male,2,own,moderate,76475.0,42,radio/TV,bad,144995.0,Doctorate,Married,3,Low,Yes
26,male,2,own,little,76475.0,42,radio/TV,bad,144995.0,Doctorate,Married,3,Low,Yes
26,male,2,own,little,76475.0,42,radio/TV,bad,144995.0,Doctorate,Married,3,Low,Yes
26,female,2,own,little,55667.5,24,radio/TV,good,142500.0,High School Diploma,Single,0,High,Yes
26,female,2,own,little,55667.5,24,radio/TV,good,142500.0,High School Diploma,Single,0,High,Yes
61,female,2,own,little,35210.0,12,education,good,142500.0,High School Diploma,Single,0,High,No
38,male,2,own,little,21280.0,24,radio/TV,bad,140151.0,Doctorate,Single,2,Average,No
38,male,2,own,little,21280.0,24,radio/TV,bad,140151.0,Doctorate,Single,2,Average,No
30,male,3,own,quite rich,40827.5,30,radio/TV,good,140000.0,Bachelor's Degree,Married,0,High,No
30,male,3,own,little,40827.5,30,radio/TV,good,140000.0,Bachelor's Degree,Married,0,High,No
39,female,2,own,little,15050.0,6,car,good,140000.0,Bachelor's Degree,Married,0,High,No
30,male,3,own,little,40827.5,30,radio/TV,good,140000.0,Bachelor's Degree,Married,0,High,No
39,female,2,own,little,15050.0,6,car,good,140000.0,Bachelor's Degree,Married,0,High,No
30,male,3,own,moderate,40827.5,30,radio/TV,good,140000.0,Bachelor's Degree,Married,0,High,No
31,male,2,own,little,25357.5,6,business,good,137500.0,High School Diploma,Married,0,High,Yes
31,male,2,own,little,25357.5,6,business,good,137500.0,High School Diploma,Married,0,High,Yes
31,male,2,own,little,25357.5,6,business,good,137500.0,High School Diploma,Married,0,High,Yes
24,female,2,rent,little,75390.0,48,business,bad,135000.0,Bachelor's Degree,Married,0,High,No
24,female,2,rent,quite rich,75390.0,48,business,bad,135000.0,Bachelor's Degree,Married,0,High,No
24,female,2,rent,quite rich,75390.0,48,business,bad,135000.0,Bachelor's Degree,Married,0,High,No
35,male,2,own,quite rich,47740.0,15,radio/TV,good,130000.0,High School Diploma,Single,0,High,Yes
30,male,2,own,moderate,102655.0,18,car,good,130000.0,High School Diploma,Single,0,High,No
24,male,2,own,little,102340.0,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,No
30,male,2,own,little,102655.0,18,car,good,130000.0,High School Diploma,Single,0,High,No
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
35,male,2,own,little,47740.0,15,radio/TV,good,130000.0,High School Diploma,Single,0,High,Yes
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
24,male,2,own,little,102340.0,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,No
39,male,2,own,little,40232.5,36,radio/TV,good,130000.0,High School Diploma,Married,0,High,Yes
30,female,3,own,quite rich,125545.0,42,radio/TV,bad,127500.0,Associate's Degree,Married,0,High,No
30,female,3,own,quite rich,125545.0,42,radio/TV,bad,127500.0,Associate's Degree,Married,0,High,No
30,female,3,own,little,125545.0,42,radio/TV,bad,127500.0,Associate's Degree,Married,0,High,No
28,male,2,own,little,23152.5,6,car,good,125981.0,Bachelor's Degree,Single,2,High,Yes
28,male,2,own,little,23152.5,6,car,good,125981.0,Bachelor's Degree,Single,2,High,Yes
28,male,2,own,little,23152.5,6,car,good,125981.0,Bachelor's Degree,Single,2,High,Yes
28,male,2,own,little,23152.5,6,car,good,125981.0,Bachelor's Degree,Single,2,High,Yes
25,male,2,own,moderate,141260.0,30,business,good,125000.0,High School Diploma,Married,0,High,Yes
52,male,1,own,little,40512.5,10,radio/TV,good,125000.0,Associate's Degree,Married,0,High,Yes
45,male,2,free,little,137935.0,42,furniture/equipment,good,125000.0,High School Diploma,Single,0,High,No
25,male,2,own,little,141260.0,30,business,good,125000.0,High School Diploma,Married,0,High,Yes
52,male,1,own,little,40512.5,10,radio/TV,good,125000.0,Associate's Degree,Married,0,High,Yes
45,male,2,free,little,137935.0,42,furniture/equipment,good,125000.0,High School Diploma,Single,0,High,No
25,male,2,own,little,22085.0,12,radio/TV,good,122500.0,Associate's Degree,Married,0,High,No
25,male,2,own,little,22085.0,12,radio/TV,good,122500.0,Associate's Degree,Married,0,High,No
25,male,2,own,little,22085.0,12,radio/TV,good,122500.0,Associate's Degree,Married,0,High,No
25,male,2,own,little,22085.0,12,radio/TV,good,122500.0,Associate's Degree,Married,0,High,No
38,male,2,own,little,61460.0,24,car,good,122500.0,Associate's Degree,Married,0,High,Yes
25,male,2,own,rich,22085.0,12,radio/TV,good,122500.0,Associate's Degree,Married,0,High,No
24,female,2,own,little,16310.0,6,radio/TV,good,120000.0,Doctorate,Single,0,High,Yes
24,female,2,own,little,16310.0,6,radio/TV,good,120000.0,Doctorate,Single,0,High,Yes
24,female,2,own,rich,16310.0,6,radio/TV,good,120000.0,Doctorate,Single,0,High,Yes
43,male,2,own,moderate,50732.5,18,car,good,119754.0,Master's Degree,Single,1,High,Yes
43,male,2,own,little,50732.5,18,car,good,119754.0,Master's Degree,Single,1,High,Yes
43,male,2,own,little,50732.5,18,car,good,119754.0,Master's Degree,Single,1,High,Yes
26,male,2,own,little,89547.5,27,business,good,119392.0,High School Diploma,Single,2,High,Yes
26,male,2,own,little,89547.5,27,business,good,119392.0,High School Diploma,Single,2,High,Yes
61,male,3,free,little,34177.5,36,business,bad,117500.0,Master's Degree,Married,2,High,Yes
40,male,1,own,little,12267.5,12,radio/TV,good,117500.0,Master's Degree,Married,2,High,Yes
61,male,3,free,little,34177.5,36,business,bad,117500.0,Master's Degree,Married,2,High,Yes
54,male,2,own,little,23065.0,12,car,good,117500.0,Master's Degree,Married,2,High,No
54,male,2,own,little,23065.0,12,car,good,117500.0,Master's Degree,Married,2,High,No
54,male,2,own,little,23065.0,12,car,good,117500.0,Master's Degree,Married,2,High,No
54,male,2,own,little,23065.0,12,car,good,117500.0,Master's Degree,Married,2,High,No
40,male,1,own,quite rich,12267.5,12,radio/TV,good,117500.0,Master's Degree,Married,2,High,Yes
61,male,3,free,little,34177.5,36,business,bad,117500.0,Master's Degree,Married,2,High,Yes
61,male,3,free,little,34177.5,36,business,bad,117500.0,Master's Degree,Married,2,High,Yes
32,female,3,own,moderate,322420.0,48,vacation/others,bad,117199.0,Doctorate,Single,3,High,No
32,female,3,own,little,322420.0,48,vacation/others,bad,117199.0,Doctorate,Single,3,High,No
59,female,2,own,little,88287.5,15,car,good,116824.0,High School Diploma,Married,3,Low,Yes
59,female,2,own,little,88287.5,15,car,good,116824.0,High School Diploma,Married,3,Low,Yes
59,female,2,own,moderate,88287.5,15,car,good,116824.0,High School Diploma,Married,3,Low,Yes
34,male,2,own,moderate,45885.0,18,business,good,115000.0,Bachelor's Degree,Married,3,High,Yes
34,male,2,own,rich,45885.0,18,business,good,115000.0,Bachelor's Degree,Married,3,High,Yes
48,male,2,own,little,18935.0,12,car,bad,112729.0,Doctorate,Married,3,Low,Yes
48,male,2,own,little,18935.0,12,car,bad,112729.0,Doctorate,Married,3,Low,Yes
54,male,2,own,little,24657.5,12,car,good,112500.0,Master's Degree,Married,2,High,No
63,male,2,free,moderate,13667.5,10,car,good,112500.0,Master's Degree,Married,2,High,Yes
54,male,2,own,little,24657.5,12,car,good,112500.0,Master's Degree,Married,2,High,No
54,male,3,own,quite rich,80342.5,24,business,bad,111046.0,Master's Degree,Single,0,High,Yes
54,male,3,own,quite rich,80342.5,24,business,bad,111046.0,Master's Degree,Single,0,High,Yes
46,male,2,free,little,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
46,male,2,free,moderate,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
46,male,2,free,little,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
46,male,2,free,little,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
46,male,2,free,little,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
46,male,2,free,moderate,68792.5,48,car,bad,110528.0,High School Diploma,Married,1,High,No
36,male,2,own,little,117985.0,30,radio/TV,good,110225.0,Master's Degree,Married,1,Average,Yes
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
30,female,2,own,quite rich,135117.5,24,furniture/equipment,good,110000.0,Master's Degree,Single,0,High,No
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
23,female,2,own,little,40040.0,21,furniture/equipment,good,110000.0,Doctorate,Single,0,High,Yes
23,female,2,own,little,40040.0,21,furniture/equipment,good,110000.0,Doctorate,Single,0,High,Yes
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
23,female,2,own,little,40040.0,21,furniture/equipment,good,110000.0,Doctorate,Single,0,High,Yes
30,female,2,own,little,135117.5,24,furniture/equipment,good,110000.0,Master's Degree,Single,0,High,No
23,female,2,own,little,40040.0,21,furniture/equipment,good,110000.0,Doctorate,Single,0,High,Yes
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
30,female,2,own,little,135117.5,24,furniture/equipment,good,110000.0,Master's Degree,Single,0,High,No
37,male,2,own,little,21437.5,10,domestic appliances,good,110000.0,Doctorate,Single,0,High,Yes
29,male,3,rent,little,158095.0,36,furniture/equipment,bad,109105.0,Associates's Degree,Married,1,High,No
29,male,3,rent,little,158095.0,36,furniture/equipment,bad,109105.0,Associates's Degree,Married,1,High,No
29,male,3,rent,little,158095.0,36,furniture/equipment,bad,109105.0,Associates's Degree,Married,1,High,No
29,male,3,rent,little,158095.0,36,furniture/equipment,bad,109105.0,Associates's Degree,Married,1,High,No
40,female,2,own,moderate,134365.0,36,furniture/equipment,good,106512.0,Doctorate,Single,2,High,Yes
40,female,2,own,quite rich,134365.0,36,furniture/equipment,good,106512.0,Doctorate,Single,2,High,Yes
21,female,2,own,little,177520.0,60,radio/TV,good,105000.0,Bachelor's Degree,Married,1,High,No
21,female,2,own,moderate,177520.0,60,radio/TV,good,105000.0,Bachelor's Degree,Married,1,High,No
28,male,3,own,little,91595.0,30,car,bad,105000.0,Doctorate,Single,0,High,No
57,male,1,rent,little,22120.0,12,business,good,105000.0,Bachelor's Degree,Married,3,High,Yes
57,male,1,rent,little,22120.0,12,business,good,105000.0,Bachelor's Degree,Married,3,High,Yes
27,male,2,own,quite rich,150727.5,27,car,good,105000.0,Master's Degree,Married,2,High,Yes
44,female,1,rent,little,32917.5,12,radio/TV,good,105000.0,Bachelor's Degree,Married,3,High,No
28,male,3,own,moderate,91595.0,30,car,bad,105000.0,Doctorate,Single,0,High,No
27,male,2,own,rich,150727.5,27,car,good,105000.0,Master's Degree,Married,2,High,Yes
27,male,2,own,little,150727.5,27,car,good,105000.0,Master's Degree,Married,2,High,Yes
57,male,1,rent,little,22120.0,12,business,good,105000.0,Bachelor's Degree,Married,3,High,Yes
